,id,latitude,longitude,room_type,price,host_class,distance,reviews
1073,31565127,44.4947509765625,11.346440315246582,Private room,4.248495242049359,business,0.2895198970942031,0.0
1074,31565562,44.4947509765625,11.346440315246582,Private room,4.248495242049359,business,0.2895198970942031,0.0
1075,31565704,44.4947509765625,11.346440315246582,Private room,4.248495242049359,business,0.2895198970942031,0.0
1076,31565884,44.4947509765625,11.346440315246582,Private room,4.248495242049359,business,0.2895198970942031,0.0
1077,31566115,44.4947509765625,11.346440315246582,Private room,4.248495242049359,business,0.2895198970942031,0.0
1078,31586051,44.46838,11.37516,Private room,3.912023005428146,multi,3.8195227309753026,1.0986122886681096
1079,31612099,44.49475,11.34644,Entire home/apt,5.0106352940962555,business,0.28946076972870716,2.4849066497880004
1080,31663234,44.48379,11.38093,Entire home/apt,4.442651256490317,multi,3.2196121482432263,0.0
1081,31665875,44.4947509765625,11.346440315246582,Private room,6.214608098422191,business,0.2895198970942031,0.0
1082,31666269,44.4947509765625,11.346440315246582,Private room,6.214608098422191,business,0.2895198970942031,0.0
1083,31666405,44.4947509765625,11.346440315246582,Private room,6.214608098422191,business,0.2895198970942031,0.0
1084,31666648,44.4947509765625,11.346440315246582,Private room,6.214608098422191,business,0.2895198970942031,0.0
1085,31666957,44.4947509765625,11.346440315246582,Private room,6.214608098422191,business,0.2895198970942031,0.0
1086,31679224,44.49186,11.36577,Entire home/apt,4.442651256490317,multi,1.8252966507134236,1.0986122886681096
1087,31687431,44.49855,11.34669,Entire home/apt,4.382026634673881,single,0.5942626416066643,2.0794415416798357
1088,31705398,44.49973,11.34704,Entire home/apt,5.298317366548036,single,0.7231674558319461,2.639057329615259
1089,31705429,44.50412,11.31036,Private room,5.298317366548036,single,2.833498036361222,0.0
1090,31761162,44.48644,11.35432,Entire home/apt,4.553876891600541,single,1.2239454666690142,2.3978952727983707
1091,31788612,44.49128,11.33487,Private room,4.543294782270004,business,0.7091918661349542,0.0
1092,31790977,44.49135,11.33575,Private room,4.543294782270004,business,0.6425366974823468,0.0
1093,31792225,44.49349,11.33505,Private room,4.442651256490317,business,0.6339834049105694,0.0
1094,31842908,44.50726,11.35673,Private room,3.6888794541139363,multi,1.842964291215938,2.302585092994046
1095,31849378,44.49566,11.33852,Entire home/apt,4.499809670330265,business,0.4064786965131299,0.0
1096,31874771,44.50488,11.3405,Entire home/apt,4.174387269895637,single,1.2362457552526325,1.0986122886681096
1097,31913961,44.49585,11.33675,Entire home/apt,4.605170185988092,single,0.5422917349848065,1.9459101490553132
1098,31921378,44.4925,11.32821,Private room,3.4011973816621555,single,1.186649667052533,1.6094379124341003
1099,31922311,44.49019,11.36976,Entire home/apt,4.941642422609304,single,2.1681263715130195,2.70805020110221
1100,31924103,44.46259,11.37134,Private room,3.367295829986474,single,4.146052699949534,0.6931471805599453
1101,31928047,44.50377,11.34965,Private room,7.312553498102598,single,1.2176667144630229,0.0
1102,31936675,44.49249212785294,11.363039403675426,Private room,4.6913478822291435,single,1.6016183809319422,1.3862943611198906
1103,31941767,44.49617,11.33698,Entire home/apt,4.174387269895637,multi,0.5412033917627527,2.1972245773362196
1104,31941952,44.49617,11.33698,Entire home/apt,4.174387269895637,multi,0.5412033917627527,2.1972245773362196
1105,31979440,44.49234,11.35178,Entire home/apt,4.382026634673881,business,0.7195656308107384,0.0
1106,31979755,44.49147,11.35135,Private room,5.0106352940962555,business,0.7169692461918853,0.6931471805599453
1107,32088980,44.49582,11.34617,Entire home/apt,4.499809670330265,business,0.3302966680894612,0.0
1108,32103047,44.49432,11.34754,Entire home/apt,4.499809670330265,business,0.3641141719561004,0.0
1109,32103189,44.48743,11.36732,Entire home/apt,4.248495242049359,business,2.063814863292312,0.0
1110,32125014,44.50543,11.35608,Entire home/apt,4.174387269895637,single,1.6504094239372773,2.995732273553991
1111,32125409,44.49504470825195,11.344300270080566,Entire home/apt,5.298317366548036,business,0.16394349505290884,1.9459101490553132
1112,32126443,44.49801254272461,11.34556484222412,Entire home/apt,5.298317366548036,business,0.500470537696865,0.6931471805599453
1113,32126804,44.49801254272461,11.34556484222412,Entire home/apt,5.298317366548036,business,0.500470537696865,0.0
